,Zipcode,Total Discharges,Average Charge,National Average Charge,Difference,State,Urban Type,Center Point Lat,Center Point Lng,Population,Pop Density,Median Age,ZC Eth,Pct Dom Eth,Edu Score,Main_Lang,Lng_Pct,House_Const_Yr,Med Gross Rent,Med Home_Val,Household Income,Per Capita Income,Pvty Rate,Unemployed Rate,Pov_Group,Pov_Pct,ID,Near_Hosp,Near_Hos_Zip,Near_Hos_Lat,Near_Hos_Lng,Hosp_Dist
18,10595,34.60674157303371,22317.780674157293,11810.775168539329,10507.005505617975,NY,Urbanized Area,41.085897,-73.782645,8369.0,1407.7375946173254,37.9,White,76.47269685745012,67.94269610145608,Mixed,69.48261441032382,1959.0,1585.0,594800.0,103889.0,36456.0,9.320109929501733,3.226191898673677,White,48.46153846153846,1.0,WESTCHESTER MEDICAL CENTER,10532,41.08609075200008,-73.80495477499993,1.1648962670146052
19,10601,40.837209302325576,12142.07639534884,11591.404069767439,550.6723255813953,NY,Urbanized Area,41.032947,-73.765064,11787.0,18591.482649842263,36.9,Mixed,48.14626283193349,70.36296524146418,Mixed,50.13998472893866,1962.0,1569.0,306400.0,69234.0,52004.0,18.087723763468226,4.233477560023755,Black,47.98311444652907,1.0,WHITE PLAINS HOSPITAL CENTER,10601,41.025594310000024,-73.76930509799999,0.5536707715242682
20,10701,38.737864077669904,12811.138446601943,9948.77067961165,2862.367766990292,NY,Urbanized Area,40.945417,-73.880475,59884.0,14170.37387600568,35.3,Mixed,52.45307594683054,54.228736184526674,Mixed,46.36129851045354,1957.0,1194.0,350100.0,42238.0,23548.0,25.505978224567496,3.8040211074744494,His,55.50608877831608,2.0,SJRH - PARK CARE PAVILION,10703,40.94038606900006,-73.89165239399993,0.6801235350068361
21,10708,35.24590163934426,10098.404918032782,9882.13213114754,216.27278688524598,NY,Urbanized Area,40.938267,-73.829922,22178.0,7205.328135152697,43.7,White,86.32428532780233,73.58505254963022,Mixed,74.24023807376679,1943.0,1543.0,454600.0,98014.0,67809.0,5.077103435837317,4.743439444494544,White,81.43872113676733,1.0,NEW YORK-PRESBYTERIAN/LAWRENCE HOSPITAL,10708,40.94209087100006,-73.83656420299997,0.4363773249194236
22,10901,43.35714285714285,11572.018809523808,11651.966547619046,-79.94773809523794,NY,Urbanized Area,41.140772,-74.10497600000002,23235.0,1293.4201736806942,43.0,White,79.10910264686895,67.33712741352876,Eng,75.12373574349044,1971.0,1232.0,399500.0,87444.0,45836.0,6.158812136862492,2.6899074671831293,White,60.02795248078265,2.0,GOOD SAMARITAN HOSPITAL - SUFFERN,10901,41.11159577700004,-74.13481142399995,2.545046693903116
23,10940,58.89320388349515,14862.209417475733,11948.02747572815,2914.181941747573,NY,Urbanized Area,41.446544,-74.478741,48651.0,749.7110628264992,36.8,Mixed,56.420217467266866,53.36696214310201,Mixed,66.17130172041684,1966.0,1120.0,212500.0,57007.0,26804.0,14.791062876405418,4.589833713592731,His,47.12340188993885,0.0,ORANGE REGIONAL MEDICAL CENTER,10924,41.441914083000015,-74.36831226499999,5.743083415118758
24,10960,46.2463768115942,11295.316666666666,10167.233768115944,1128.0828985507244,NY,Urbanized Area,41.091826,-73.925798,15253.0,3635.995232419547,40.8,Mixed,74.0182259227693,72.30969475584665,Mixed,72.48410148823183,1954.0,1513.0,469900.0,80141.0,46620.0,11.637055005572677,3.05513669442077,White,78.76056338028171,1.0,NYACK HOSPITAL,10960,41.09621147100006,-73.92601813199997,0.3028455644823062
25,10990,33.1875,8588.07125,9892.2075,-1304.1362500000002,NY,Mixed,41.267448,-74.364011,19647.0,322.7486283142228,44.6,White,85.95714358426224,63.457607320159646,Eng,86.21672519977604,1980.0,1171.0,328000.0,88452.0,44992.0,5.308698529037512,3.064081030182725,White,85.81016299137104,1.0,ST ANTHONY COMMUNITY HOSPITAL,10990,41.261362921000035,-74.35746214899994,0.5409393028944233
26,11030,87.31304347826088,16175.061304347828,11834.100086956514,4340.961217391304,NY,Urbanized Area,40.793409,-73.688549,17505.0,2620.508982035928,46.2,White,83.57612110825478,75.08517209539275,Mixed,71.5681233933162,1952.0,1543.0,1133000.0,161786.0,87607.0,3.7303627534990014,2.399314481576692,White,83.30781010719754,1.0,SAINT FRANCIS HOSPITAL,11548,40.80475473200004,-73.67058968299993,1.2246641509040241
27,11040,53.63366336633664,18983.761584158416,11845.466534653457,7138.29504950495,NY,Urbanized Area,40.745347,-73.68029200000002,41434.0,8657.333890513999,43.9,Mixed,55.42790944634841,63.70710382513661,Mixed,50.78196650094126,1952.0,1453.0,538600.0,106654.0,40084.0,3.1809624945696773,2.6982671236182845,Other,55.53869499241275,1.0,LONG ISLAND JEWISH MEDICAL CENTER,11040,40.754343275000046,-73.70810636,1.5861184101118186
28,11201,28.980392156862745,18705.059019607845,9689.577254901958,9015.48176470588,NY,Urbanized Area,40.6937,-73.989859,58350.0,41471.21535181237,35.1,Mixed,64.6032562125107,75.3721907611212,Mixed,67.80119965724079,1943.0,2000.0,750500.0,101150.0,68420.0,14.07369323050557,3.9588688946015433,White,38.1636629322942,3.0,LONG ISLAND COLLEGE HOSPITAL,11201,40.69059526800003,-73.99787755899995,0.4725054285406202
29,11203,27.572413793103447,18954.02027586206,9668.919448275861,9285.100827586202,NY,Urbanized Area,40.64959,-73.934374,75887.0,35378.55477855477,39.6,Black,89.91790425237527,50.420271356308795,Eng,75.16438915756322,1939.0,1172.0,413400.0,45936.0,22342.0,17.559002200640425,5.4133118979535375,Black,81.32833020637898,3.0,UNIVERSITY HOSPITAL OF BROOKLYN,11203,40.654841879000045,-73.94422785399995,0.6320546774851908
30,11206,19.157894736842106,24145.463157894737,9352.173684210526,14793.289473684214,NY,Urbanized Area,40.701954,-73.942358,84806.0,59139.47001394699,29.0,Mixed,46.37171898214749,50.2735430114911,Mixed,38.17772327429663,1959.0,912.0,516000.0,30779.0,18109.0,36.69787515034313,6.0998042591326085,White,45.2927189769295,1.0,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,11206,40.699522667000046,-73.94237898399997,0.16777072047633526
31,11212,24.377777777777773,19187.69288888889,10015.563111111109,9172.12977777778,NY,Urbanized Area,40.662932,-73.91301899999998,88668.0,57614.0350877193,32.6,Black,83.60400595479767,44.4593960894652,Mixed,72.7771010962241,1952.0,923.0,394200.0,28207.0,15853.0,34.6630125862769,5.869084675418415,Black,79.58353668456158,1.0,BROOKDALE HOSPITAL MEDICAL CENTER,11212,40.655269102000034,-73.91255653199994,0.5293104459395414
32,11213,20.05263157894737,21336.813684210527,10139.60105263158,11197.212631578945,NY,Urbanized Area,40.671079,-73.93634200000002,64603.0,59268.80733944953,33.1,Mixed,19.94644211569122,51.87413417771621,Mixed,64.48152562574494,1939.0,1076.0,622800.0,34701.0,18722.0,27.33773973344891,4.759840874262805,Black,67.98595776003624,1.0,INTERFAITH MEDICAL CENTER,11213,40.67823304400008,-73.93736833499997,0.4965778412681263
33,11215,58.45,17058.1746,11353.550699999994,5704.623900000001,NY,Urbanized Area,40.662688,-73.98674,70818.0,32530.087276067985,34.9,White,75.3071253071253,76.69595415353201,Mixed,67.89093168403512,1939.0,1914.0,957500.0,103716.0,60565.0,8.0064390409218,3.5767742664294397,White,59.59435626102293,1.0,NEW YORK METHODIST HOSPITAL,11215,40.66776170100008,-73.97899052099996,0.5369923238686072
34,11219,63.96039603960397,19851.856237623764,11751.391386138603,8100.464851485151,NY,Urbanized Area,40.632667,-73.996669,97670.0,65904.18353576247,27.9,Mixed,65.61892085594349,45.09264695279589,Mixed,17.19770656291594,1939.0,1245.0,770700.0,35974.0,14808.0,35.50322514589947,2.656905907648204,White,73.39658553466376,1.0,MAIMONIDES MEDICAL CENTER,11219,40.639478875000044,-73.99845263499998,0.4792883289034525
35,11220,40.61038961038961,21705.071038961047,11029.428311688313,10675.642727272729,NY,Urbanized Area,40.641087,-74.016552,102325.0,58638.96848137536,32.6,Mixed,26.79892499389201,48.98165137614679,Mixed,15.442951380405571,1939.0,1213.0,650900.0,38893.0,16447.0,32.844368433911555,4.647935499633522,Other,78.60628421804333,0.0,NYU LUTHERAN MEDICAL CENTER,11209,40.646563994000076,-74.02091469199995,0.44204401849227576
36,11229,35.17391304347826,12116.378405797097,10002.918840579709,2113.4595652173903,NY,Urbanized Area,40.601293,-73.94449300000002,81732.0,37873.95736793328,40.7,Mixed,68.96931434444282,57.49469408944468,Mixed,43.98277296530123,1944.0,1160.0,524700.0,52168.0,27330.0,16.009641266578573,4.070621054177066,White,57.36339319831869,1.0,NEW YORK COMMUNITY HOSPITAL,11229,40.61377099200007,-73.94871078199995,0.8891050331253413
37,11235,39.49253731343283,16784.376119402983,10005.74119402985,6778.634925373133,NY,Urbanized Area,40.583949,-73.949096,76668.0,34165.77540106951,44.6,White,79.46992226222153,60.9091433682449,Mixed,22.93786195022696,1953.0,1161.0,520500.0,42818.0,29254.0,21.03354724265665,3.988626284760265,White,75.67902765719954,1.0,CONEY ISLAND HOSPITAL,11235,40.58541438100007,-73.96533243399993,0.8600971833267561
38,11237,28.48,16251.163199999995,9665.992399999996,6585.1708,NY,Urbanized Area,40.70416,-73.921139,54182.0,55063.008130081296,29.8,Mixed,49.9944631058285,51.25852176173055,Mixed,27.81366505481525,1939.0,1323.0,511500.0,44950.0,20036.0,30.33479753423646,7.408364401461741,His,76.77658797761012,1.0,WYCKOFF HEIGHTS MEDICAL CENTER,11237,40.70396404100006,-73.91776369699994,0.1777599796246938
39,11355,50.68794326241136,16027.344964539008,10557.514468085106,5469.830496453899,NY,Urbanized Area,40.751463,-73.820996,82790.0,47717.57925072046,41.4,Other,83.27092644039134,51.168859752550745,Mixed,13.644159922695978,1959.0,1287.0,500500.0,39168.0,19180.0,21.3177920038652,3.4641864959536166,Other,88.22596181086746,2.0,FLUSHING HOSPITAL MEDICAL CENTER,11355,40.755409923000045,-73.81646551799997,0.3615098962958633
40,11373,26.367346938775512,20241.30408163265,9633.52775510204,10607.776326530611,NY,Urbanized Area,40.738843,-73.878539,98554.0,64752.95663600526,37.2,Mixed,34.129512754429044,52.37250780862306,Mixed,11.978204842015545,1952.0,1373.0,473900.0,47588.0,21324.0,20.57349270450717,3.212452056740468,Other,69.18524363779838,1.0,ELMHURST HOSPITAL CENTER,11373,40.744827363000056,-73.88607966499995,0.5719596457449578
41,11375,42.69565217391305,13290.743768115944,9798.60463768116,3492.139130434781,NY,Urbanized Area,40.720963,-73.84614,70723.0,35557.0638511815,41.9,Mixed,62.75751877041415,70.09481481481481,Mixed,40.72791029792288,1951.0,1566.0,360100.0,72414.0,44879.0,8.428658286554588,3.093760162889018,White,56.433484314712295,1.0,FOREST HILLS HOSPITAL,11375,40.72899467000007,-73.85150670699994,0.6217028360222434
42,11418,33.355932203389834,17038.925762711864,10083.275762711864,6955.65,NY,Urbanized Area,40.700209,-73.836031,39308.0,24071.03490508267,34.5,Mixed,35.97740917879312,54.28408419422541,Mixed,36.73806858654727,1939.0,1357.0,446900.0,61480.0,22529.0,16.26132085071741,5.0905668057392885,Other,55.45994993742178,0.0,JAMAICA HOSPITAL MEDICAL CENTER,11414,40.70010364700005,-73.81611489199997,1.0459272217557325
43,11432,23.32142857142857,19382.70357142857,9128.62392857143,10254.079642857141,NY,Urbanized Area,40.715359,-73.793072,63533.0,29563.983248022334,34.8,Mixed,22.580391292714022,58.45458281956432,Mixed,29.949789872979398,1952.0,1317.0,509100.0,50702.0,21903.0,18.522657516566195,5.19415107109691,Other,67.24167233174711,1.0,QUEENS HOSPITAL CENTER,11432,40.717072213000044,-73.80455619199995,0.614431321159675
44,11501,56.07766990291264,17683.048155339806,11975.282524271834,5707.765631067962,NY,Urbanized Area,40.746286,-73.63890500000002,19241.0,9385.853658536584,41.1,White,76.37856660256743,63.71287290827522,Mixed,54.6801101813835,1953.0,1526.0,443100.0,89347.0,40302.0,5.841692219739097,2.229613845434229,His,58.807829181494654,1.0,WINTHROP-UNIVERSITY HOSPITAL,11501,40.740697478000065,-73.64300839899995,0.4416800348229312
45,11542,27.325,8267.714500000002,8618.498999999998,-350.78450000000015,NY,Urbanized Area,40.872605,-73.628622,27849.0,4180.903768202972,38.8,Mixed,63.20873280907753,59.339195310418326,Mixed,55.118675715465535,1958.0,1683.0,468000.0,68647.0,36935.0,13.968185572192898,2.617688247333836,Other,47.68637532133678,1.0,GLEN COVE HOSPITAL,11542,40.87100139700004,-73.62238566599996,0.34489447966458675
46,11554,36.48275862068965,16306.626896551728,9422.397413793102,6884.229482758622,NY,Urbanized Area,40.720115,-73.558861,37836.0,6054.7287566010555,43.2,White,76.32149275821969,60.06218662499185,Mixed,69.67967015540755,1956.0,1901.0,388000.0,94214.0,37369.0,4.210275927687916,3.116079923882017,White,51.91462649089768,1.0,NASSAU UNIVERSITY MEDICAL CENTER,11554,40.72625551300006,-73.55373801499995,0.5018569524429407
47,11570,31.03030303030303,10893.787424242424,9939.498030303028,954.289393939394,NY,Urbanized Area,40.666066,-73.638409,27819.0,7567.736670293798,41.9,White,80.27247564614113,70.05805071799573,Eng,78.60095618102736,1946.0,1421.0,587100.0,107442.0,52049.0,6.071390057155182,3.4472842302023796,His,46.53641207815277,0.0,SOUTH NASSAU COMMUNITIES HOSPITAL,11510,40.65099799500007,-73.63083943799995,1.1132061559606254
48,11572,57.36734693877551,12556.062448979588,11450.6993877551,1105.3630612244904,NY,Urbanized Area,40.631772,-73.636624,28763.0,6011.076280041797,44.0,White,92.3930049021312,63.36239103362391,Eng,79.75176441956681,1956.0,1256.0,442300.0,95750.0,41338.0,5.63918923617147,2.638806800403296,White,83.84710234278668,0.0,SOUTH NASSAU COMMUNITIES HOSPITAL,11510,40.65099799500007,-73.63083943799995,1.361016338988415
49,11576,61.9010989010989,12473.397472527473,12441.632417582414,31.765054945054846,NY,Urbanized Area,40.798032,-73.647275,12471.0,2743.2908051033874,45.9,White,81.85390105043702,77.82597266035751,Mixed,70.23494507256835,1965.0,1929.0,888500.0,152910.0,77008.0,4.51447357870259,2.301339106727608,White,93.42806394316165,0.0,SAINT FRANCIS HOSPITAL,11548,40.80475473200004,-73.67058968299993,1.3075776286673024
50,11580,32.0,10559.706226415094,9446.49509433962,1113.2111320754714,NY,Urbanized Area,40.6749,-73.70215400000002,42765.0,10965.384615384615,39.3,Mixed,35.952297439494906,59.03459725289354,Mixed,56.6678358470712,1951.0,1511.0,370700.0,90536.0,33147.0,6.718110604466269,4.987723605752367,Other,48.659937347720145,1.0,LONG ISLAND JEWISH VALLEY STREAM,11580,40.68112750400006,-73.68629919899995,0.9372121524331872
51,11691,33.44,18134.509400000006,10084.476799999997,8050.0326,NY,Urbanized Area,40.601261,-73.761646,63989.0,23243.370868143844,32.4,Mixed,38.98638828548657,52.82666063484882,Mixed,56.253418556314365,1962.0,1074.0,431300.0,42023.0,18571.0,22.416352810639328,4.392942536998547,Black,43.669827105409915,1.0,ST. JOHN'S EPISCOPAL HOSPITAL-SOUTH SHORE,11691,40.598707984000036,-73.75355061599998,0.4607723732400812
52,11706,43.64473684210525,12311.618289473685,11001.952236842104,1309.666052631579,NY,Urbanized Area,40.722537,-73.252183,67001.0,3929.4469532578737,34.6,Mixed,53.593229951791756,52.53176719271696,Mixed,57.288697183624116,1962.0,1350.0,318300.0,79086.0,28362.0,8.98643303831286,4.213369949702243,Other,56.402590931738914,1.0,SOUTHSIDE HOSPITAL,11706,40.72596014800007,-73.24115863799993,0.6250862914995348
53,11714,34.932203389830505,10210.541355932204,10018.481694915254,192.05966101694924,NY,Urbanized Area,40.742563,-73.486073,22849.0,5289.12037037037,44.0,White,92.11781697229635,56.84998545089014,Eng,81.05387544312661,1956.0,1788.0,392100.0,88750.0,38509.0,2.892905597619152,3.7332049542649575,White,93.04084720121028,2.0,ST JOHN'S EPISCOPAL HOSPITAL SOUTH SHORE,11714,40.743814179000026,-73.496791391,0.5691046889832703
54,11743,48.170212765957444,12322.224468085105,11971.14393617021,351.08053191489347,NY,Urbanized Area,40.883411,-73.423556,42848.0,1689.3900563813427,45.2,White,85.00280059746079,69.64577146373439,Eng,81.46938013442869,1958.0,1800.0,561000.0,113750.0,59121.0,5.566187453323376,2.6255601194921585,White,63.48008385744235,1.0,HUNTINGTON HOSPITAL,11743,40.879329241000036,-73.41619953199995,0.4772541009882823
55,11772,51.07058823529411,12020.046470588235,10709.397764705884,1310.6487058823532,NY,Urbanized Area,40.76178,-72.98740699999998,45420.0,2803.7037037037044,38.8,White,89.34390136503742,53.5359073947148,Mixed,68.57771906649053,1968.0,1394.0,293600.0,68077.0,31498.0,11.737120211360637,3.5160722148833115,White,85.89382854999063,1.0,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,11772,40.780057188000065,-72.97714064899995,1.3713616337380876
56,11777,40.61904761904762,10875.040158730157,10351.351984126974,523.6881746031743,NY,Urbanized Area,40.956068,-73.066659,9129.0,2092.3676369470545,47.0,White,89.0349435863731,76.42346208869814,Eng,81.13703581991456,1971.0,1620.0,517000.0,112660.0,58483.0,4.929346040092015,3.110965056413627,White,85.77777777777777,1.0,ST CHARLES HOSPITAL AND REHABILITATION CENTER,11507,40.94663122600007,-73.06096322299999,0.7161288016812352
57,11787,34.580246913580254,9565.777530864201,10505.724444444442,-939.9469135802467,NY,Urbanized Area,40.852924,-73.21126,35813.0,2383.719382321619,44.2,White,92.44687683243515,65.63059539330726,Eng,84.56705665540446,1967.0,1342.0,462100.0,111961.0,44489.0,3.571328847066708,3.1329405523134057,White,95.54339327599686,1.0,ST. CATHERINE OF SIENA MEDICAL CENTER,11787,40.86850018600005,-73.22299672799994,1.238268980175364
58,11794,60.11711711711712,18475.901261261253,11943.324324324316,6532.576936936936,NY,Urbanized Area,40.913638,-73.125127,3081.0,10964.4128113879,20.1,Mixed,33.46316131126258,78.51851851851852,Mixed,40.21421616358325,,,,,4961.0,0.0,4.771178188899707,No_Pvty,0.0,0.0,STONY BROOK UNIVERSITY MEDICAL CENTER,11790,40.90919445500001,-73.11567822299997,0.5819646681910714
59,11795,49.67,13161.702100000004,11893.352599999995,1268.3494999999996,NY,Urbanized Area,40.709005,-73.296337,25074.0,4411.330049261082,42.8,White,94.92302783760073,61.430906576134795,Eng,86.11709340352556,1959.0,1250.0,415100.0,110815.0,41270.0,3.736938661561777,2.8116774347930127,White,96.69156883671292,0.0,GOOD SAMARITAN HOSPITAL - WEST ISLIP,10901,40.69388012900002,-73.29439461599996,1.0486209954973411
60,11803,40.492753623188406,11308.697536231884,9968.30115942029,1340.3963768115939,NY,Urbanized Area,40.7817,-73.473035,28390.0,4686.365137008914,44.0,White,83.2687566044382,70.98455905762495,Mixed,74.81859809792181,1957.0,1883.0,493100.0,126536.0,50020.0,2.6382529059528004,2.222613596336738,White,65.02002670226969,1.0,PLAINVIEW HOSPITAL,11803,40.77495422900007,-73.47853470699994,0.5476238443237808
61,11901,41.61016949152543,10578.099661016951,9812.755423728811,765.3442372881357,NY,Urbanized Area,40.926901,-72.643499,30680.0,556.2001450326323,40.8,Mixed,73.125814863103,51.42710838008728,Mixed,71.72750977835724,1974.0,1335.0,305300.0,55450.0,26164.0,11.15058670143416,3.230117340286832,His,51.3592516807951,2.0,PECONIC BAY MEDICAL CENTER,11901,40.93426398500004,-72.67362494899999,1.6564570045244422
62,11944,17.846153846153847,10211.77769230769,9471.351538461535,740.426153846154,NY,Urban Cluster,41.10403,-72.37154100000002,4268.0,1047.8762582862753,50.2,White,89.6672914714152,59.61360328172555,Eng,76.19493908153702,1963.0,1330.0,452400.0,56029.0,36395.0,15.41705716963449,3.7253983130271786,White,96.80851063829788,0.0,EASTERN LONG ISLAND HOSPITAL,11901,41.11036057000006,-72.36112731899993,0.6973321355626444
